company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,total_seats,fleet_type,scheduled_ground_time_minutes,minimum_turn_minutes,passenger_count,ssr_count,transfer_count,origin_count,total_bags,load_pct,transfer_to_checked_ratio,ground_pressure,delay_minutes,late_departure,ssr_per_pax,scheduled_departure_time,destination,aircraft_type,load_factor,transfer_bag_count,departure_date,scheduled_departure_hour,is_rush_hour_departure,is_red_eye,is_weekend,flight_duration_hours,haul_type,aircraft_category,is_express,is_international,child_count,lap_child_count,stroller_count,basic_economy_count,passenger_complexity_score,hot_transfer_count,late_bag_tags,baggage_complexity_score,operational_pressure_score,flight_date,season,weather_risk_score,crew_complexity_score,gate_pressure_score,fuel_complexity_score,boarding_complexity_score,maintenance_risk_score,revenue_complexity_score,competitive_pressure_score,security_complexity_score,master_complexity_index,ground_pressure_pos,delay_pos,delay_pos_norm,ground_pressure_pos_norm,transfer_to_checked_ratio_norm,ssr_per_pax_norm,load_pct_norm,passenger_complexity_score_norm,baggage_complexity_score_norm,operational_pressure_score_norm,master_complexity_index_norm,flight_difficulty_score,daily_rank,flights_per_day,daily_percentile,difficulty_classification
UA,307,2025-08-14,ORD,COS,179,B737-MAX9,94.0,56.0,147,0,30,55,85,0.8212290502793296,0.5454545454545454,-38.0,-4.0,0,0.0,2025-08-14T09:15:00Z,COS,B737-MAX9,82.12290502793296,30,2025-08-14,9,False,False,False,0,Short,Narrow Body,True,False,0,0,0,0,0.0,0,0,45.0,0,2025-08-14,Summer,0.8,0.0,2.0,0.288,1.5,1.0,0.9854748603351955,1.0,1.0,0.13032085391537587,0.0,0.0,0.0,0.0,0.05390835579514825,0,0.7556033936938078,0,0.055710306406685235,0.5,0.13032085391537587,0.12243775348515526,143.0,560,0.25535714285714284,Difficult
UA,1538,2025-08-08,ORD,SAV,126,B737-700,100.0,43.0,188,0,18,69,87,1.492063492063492,0.2608695652173913,-57.0,-6.0,0,0.0,2025-08-08T11:05:00Z,SAV,B737-700,149.20634920634922,18,2025-08-08,11,False,False,False,0,Short,Narrow Body,False,False,0,0,0,0,0.0,0,0,27.0,0,2025-08-08,Summer,0.8,0.0,1.0,0.288,1.5,1.0,1.7904761904761906,1.0,1.0,0.11041589182465789,0.0,0.0,0.0,0.0,0.02785265049415993,0,0.6951707177275849,0,0.08635097493036212,0.0,0.11041589182465789,0.054630709792203615,508.0,556,0.9136690647482014,Easy
UA,1006,2025-08-02,ORD,LGA,166,B737-800,63.0,51.0,199,0,36,37,73,1.1987951807228916,0.972972972972973,-12.0,60.0,1,0.0,2025-08-02T18:00:00Z,LGA,B737-800,119.87951807228916,36,2025-08-02,18,True,False,True,0,Short,Narrow Body,False,False,0,0,0,0,0.0,0,0,54.0,3,2025-08-02,Summer,0.8,1.5,2.0,0.288,1.5,1.0,1.4385542168674699,1.0,1.0,0.335100108803815,0.0,60.0,0.0,0.0,0.05587808417997098,0,0.6281382577217995,0,0.21448467966573817,0.0,0.335100108803815,0.09756690862298525,245.0,520,0.47115384615384615,Medium
G7,4395,2025-08-14,ORD,TVC,50,CRJ-550,132.0,29.0,51,0,34,3,37,1.02,11.333333333333334,-103.0,86.0,1,0.0,2025-08-14T18:15:00Z,TVC,CRJ-550,102.0,34,2025-08-14,18,True,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,51.0,2,2025-08-14,Summer,0.8,0.0,2.0,0.24,1.0,1.0,1.224,1.0,1.0,0.16120830967354852,0.0,86.0,0.03636363636363636,0.0,0.014084507042253521,0,0.8222742813726732,0,0.14763231197771587,0.0,0.16120830967354852,0.07691160511313616,388.0,560,0.6928571428571428,Easy
UA,1538,2025-08-06,ORD,SAV,126,B737-700,95.0,43.0,116,0,31,38,69,0.9206349206349206,0.8157894736842105,-52.0,-8.0,0,0.0,2025-08-06T11:05:00Z,SAV,B737-700,92.06349206349206,31,2025-08-06,11,False,False,False,0,Short,Narrow Body,False,False,0,0,0,0,0.0,0,0,46.5,0,2025-08-06,Summer,0.8,0.0,1.0,0.288,1.5,1.0,1.1047619047619048,1.0,1.0,0.07974362741871875,0.0,0.0,0.0,0.0,0.036556603773584904,0,0.6571076068063468,0,0.2590529247910863,0.0,0.07974362741871875,0.06346177166969726,414.0,502,0.8247011952191236,Easy
UA,2138,2025-08-08,ORD,LGA,166,B737-800,62.0,51.0,167,0,41,32,73,1.0060240963855422,1.28125,-11.0,-4.0,0,0.0,2025-08-08T14:05:00Z,LGA,B737-800,100.60240963855422,41,2025-08-08,14,False,False,False,0,Short,Narrow Body,True,False,0,0,0,0,0.0,0,0,61.5,0,2025-08-08,Summer,0.8,0.0,1.0,0.288,1.5,1.0,1.2072289156626506,1.0,1.0,0.08432701632676819,0.0,0.0,0.0,0.0,0.06839622641509434,0,0.6370773711536027,0,0.0807799442896936,0.3333333333333333,0.08432701632676819,0.0919979756103088,297.0,556,0.5341726618705036,Medium
G7,4481,2025-08-15,ORD,GRR,50,CRJ-550,644.0,29.0,41,0,37,0,37,0.82,37.0,-615.0,-4.0,0,0.0,2025-08-15T07:00:00Z,GRR,CRJ-550,82.0,37,2025-08-15,7,True,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,55.5,2,2025-08-15,Summer,0.8,0.0,2.0,0.24,1.0,1.0,0.984,1.0,1.0,0.15047301713146982,0.0,0.0,0.03636363636363636,0.0,0.1018867924528302,0,0.5037355957958718,0,0.15041782729805014,0.3333333333333333,0.15047301713146982,0.1082317830269882,225.0,556,0.40467625899280574,Medium
OO,5108,2025-08-14,ORD,SLN,50,CRJ-200,85.0,29.0,47,0,18,23,41,0.94,0.782608695652174,-56.0,-6.0,0,0.0,2025-08-14T16:45:00Z,SLN,CRJ-200,94.0,18,2025-08-14,16,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,27.0,0,2025-08-14,Summer,0.8,0.0,1.0,0.24,1.0,1.0,1.1280000000000001,1.0,1.0,0.04508822867673051,0.0,0.0,0.00202020202020202,0.0,0.00791986955508968,0,0.7398771756193393,0,0.0947075208913649,0.16666666666666666,0.04508822867673051,0.06810232375476459,440.0,560,0.7857142857142857,Easy
YX,3568,2025-08-15,ORD,YYZ,76,ERJ-175,75.0,42.0,83,0,19,27,46,1.0921052631578947,0.7037037037037037,-33.0,-2.0,0,0.0,2025-08-15T10:50:00Z,YYZ,ERJ-175,109.21052631578947,19,2025-08-15,10,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,28.5,0,2025-08-15,Summer,0.8,0.0,1.0,0.24,1.0,1.0,1.3105263157894735,1.0,1.0,0.05325270116267982,0.0,0.0,0.03232323232323232,0.0,0.019128771411181637,0,0.7215923887982302,0,0.6128133704735376,0.3333333333333333,0.05325270116267982,0.1381789030947648,105.0,556,0.18884892086330934,Difficult
OO,4739,2025-08-03,ORD,GRB,50,CRJ-200,69.0,29.0,61,0,35,17,52,1.22,2.0588235294117645,-40.0,-1.0,0,0.0,2025-08-03T15:35:00Z,GRB,CRJ-200,122.0,35,2025-08-03,15,False,False,True,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,52.5,1,2025-08-03,Summer,0.8,1.5,1.0,0.24,1.0,1.0,1.464,1.0,1.0,0.18871749681262515,0.0,0.0,0.010101010101010102,0.0,0.015046572725101506,0,0.6819384774502446,0,0.17548746518105848,0.16666666666666666,0.18871749681262515,0.09538380248261473,269.0,548,0.4908759124087591,Medium
UA,664,2025-08-02,ORD,LGA,166,B737-800,400.0,51.0,198,0,29,65,94,1.1927710843373494,0.4461538461538462,-349.0,1.0,1,0.0,2025-08-02T16:00:00Z,LGA,B737-800,119.27710843373494,29,2025-08-02,16,False,False,True,0,Short,Narrow Body,False,False,0,0,0,0,0.0,0,0,43.5,1,2025-08-02,Summer,0.8,1.5,1.0,0.288,1.5,1.0,1.4313253012048193,1.0,1.0,0.22295079263882625,0.0,1.0,0.012121212121212121,0.0,0.09056603773584905,0,0.5489626307125292,0,0.13370473537604458,0.0,0.22295079263882625,0.07353294435729835,379.0,520,0.7288461538461538,Easy
OO,5517,2025-08-04,ORD,PVD,76,ERJ-175,87.0,34.0,78,0,32,13,45,1.0263157894736843,2.4615384615384617,-53.0,-1.0,0,0.0,2025-08-04T18:15:00Z,PVD,ERJ-175,102.63157894736842,32,2025-08-04,18,True,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,48.0,2,2025-08-04,Summer,0.8,0.0,2.0,0.24,1.0,1.0,1.231578947368421,1.0,1.0,0.16154731891171942,0.0,0.0,0.0,0.0,0.10943396226415095,0,0.6370773711536027,0,0.0807799442896936,0.3333333333333333,0.16154731891171942,0.1053251247716364,260.0,579,0.44905008635578586,Medium
UA,1156,2025-08-08,ORD,MSY,179,B737-900,62.0,56.0,215,0,78,43,121,1.2011173184357542,1.813953488372093,-6.0,19.0,1,0.0,2025-08-08T19:55:00Z,MSY,B737-900,120.11173184357543,78,2025-08-08,19,True,False,False,0,Short,Narrow Body,False,False,0,0,0,0,0.0,0,0,117.0,2,2025-08-08,Summer,0.8,0.0,2.0,0.288,1.5,1.0,1.441340782122905,1.0,1.0,0.20662489436518336,0.0,19.0,0.08080808080808081,0.0,0.02902757619738752,0,0.89552994808155,0,0.11142061281337047,0.3333333333333333,0.20662489436518336,0.13256121132879914,115.0,556,0.2068345323741007,Difficult
G7,4387,2025-08-06,ORD,CID,50,CRJ-550,75.0,29.0,67,0,38,4,42,1.34,9.5,-46.0,-15.0,0,0.0,2025-08-06T09:20:00Z,CID,CRJ-550,134.0,38,2025-08-06,9,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,57.0,0,2025-08-06,Summer,0.8,0.0,2.0,0.24,1.0,1.0,1.608,1.0,1.0,0.1224717957508812,0.0,0.0,0.012121212121212121,0.0,0.004564820450395618,0,0.8618127060604074,0,0.04178272980501393,0.3333333333333333,0.1224717957508812,0.10278880081822203,232.0,502,0.46215139442231074,Medium
UA,1361,2025-08-11,ORD,STL,126,A319-100,60.0,43.0,137,0,94,4,98,1.0873015873015872,23.5,-17.0,20.0,1,0.0,2025-08-11T21:20:00Z,STL,A319-100,108.73015873015872,94,2025-08-11,21,False,False,False,0,Short,Narrow Body,False,False,0,0,0,0,0.0,0,0,141.0,0,2025-08-11,Summer,0.8,0.0,1.0,0.288,1.5,1.0,1.3047619047619046,1.0,1.0,0.08868970453711762,0.0,20.0,0.0,0.0,0.07008086253369272,0,0.5879514539165439,0,0.07242339832869081,0.3333333333333333,0.08868970453711762,0.08992581798764143,323.0,596,0.5419463087248322,Medium
UA,2323,2025-08-03,ORD,MCO,200,A321-2NX,97.0,62.0,297,0,27,144,171,1.485,0.1875,-35.0,-6.0,0,0.0,2025-08-03T09:15:00Z,MCO,A321-2NX,148.5,27,2025-08-03,9,False,False,True,0,Short,Narrow Body,True,False,0,0,0,0,0.0,0,0,40.5,1,2025-08-03,Summer,0.8,1.5,2.0,0.288,1.5,1.0,1.782,1.0,1.0,0.29454958912328444,0.0,0.0,0.0,0.0,0.04716981132075472,0,0.5926301127010257,0,0.06963788300835655,0.16666666666666666,0.29454958912328444,0.09854315519512864,247.0,548,0.45072992700729925,Medium
OO,5229,2025-08-13,ORD,ILM,76,ERJ-175,47.0,34.0,62,0,11,12,23,0.8157894736842105,0.9166666666666666,-13.0,-5.0,0,0.0,2025-08-13T11:59:00Z,ILM,ERJ-175,81.57894736842105,11,2025-08-13,11,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,16.5,0,2025-08-13,Summer,0.8,0.0,1.0,0.24,1.0,1.0,0.9789473684210527,1.0,1.0,0.038421046992702705,0.0,0.0,0.020202020202020204,0.0,0.016981132075471698,0,0.7502483023139793,0,0.10027855153203342,0.3333333333333333,0.038421046992702705,0.0919698424664375,289.0,541,0.5341959334565619,Medium
YX,3700,2025-08-02,ORD,BNA,76,ERJ-175,5.0,34.0,80,0,29,21,50,1.0526315789473684,1.380952380952381,29.0,15.0,1,0.0,2025-08-02T07:25:00Z,BNA,ERJ-175,105.26315789473684,29,2025-08-02,7,True,False,True,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,43.5,6,2025-08-02,Summer,0.8,1.5,2.0,0.24,1.0,1.0,1.263157894736842,1.0,1.0,0.3754291889660725,29.0,15.0,0.030303030303030304,0.0,0.03676826318335752,0,0.7233232618567409,0,0.2116991643454039,0.5,0.3754291889660725,0.17422633349211075,39.0,520,0.075,Difficult
G7,4610,2025-08-15,ORD,XNA,50,CRJ-550,59.0,29.0,52,0,23,5,28,1.04,4.6,-30.0,-3.0,0,0.0,2025-08-15T12:41:00Z,XNA,CRJ-550,104.0,23,2025-08-15,12,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,34.5,0,2025-08-15,Summer,0.8,0.0,1.0,0.24,1.0,1.0,1.248,1.0,1.0,0.050455874947769895,0.0,0.0,0.00404040404040404,0.0,0.03057905009759271,0,0.6743845077664082,0,0.1309192200557103,0.16666666666666666,0.050455874947769895,0.0704226176712724,413.0,556,0.7428057553956835,Easy
UA,1414,2025-08-13,ORD,BOI,150,A320-200,59.0,46.0,158,0,63,29,92,1.0533333333333332,2.1724137931034484,-13.0,-5.0,0,0.0,2025-08-13T08:45:00Z,BOI,A320-200,105.33333333333333,63,2025-08-13,8,True,False,False,0,Short,Narrow Body,False,False,0,0,0,0,0.0,0,0,94.5,2,2025-08-13,Summer,0.8,0.0,2.0,0.288,1.5,1.0,1.2639999999999998,1.0,1.0,0.19869237279964,0.0,0.0,0.0,0.0,0.020854021847070508,0,0.724412335130596,0,0.0584958217270195,0.0,0.19869237279964,0.06644982093829349,422.0,541,0.7800369685767098,Easy
UA,1156,2025-08-13,ORD,MSY,179,B737-MAX9,73.0,56.0,72,0,28,20,48,0.4022346368715084,1.4,-17.0,1.0,1,0.0,2025-08-13T19:55:00Z,MSY,B737-MAX9,40.22346368715084,28,2025-08-13,19,True,False,False,0,Short,Narrow Body,False,False,0,0,0,0,0.0,0,0,42.0,2,2025-08-13,Summer,0.8,0.0,2.0,0.288,1.5,1.0,0.48268156424581005,1.0,1.0,0.16374369789822096,0.0,1.0,0.0,0.0,0.00725689404934688,0,0.7026308696534928,0,0.09749303621169916,0.0,0.16374369789822096,0.06301869272009826,442.0,541,0.8170055452865065,Easy
UA,247,2025-08-13,ORD,OMA,150,A320-200,69.0,46.0,114,0,51,10,61,0.76,5.1,-23.0,-7.0,0,0.0,2025-08-13T12:45:00Z,OMA,A320-200,76.0,51,2025-08-13,12,False,False,False,0,Short,Narrow Body,True,False,0,0,0,0,0.0,0,0,76.5,0,2025-08-13,Summer,0.8,0.0,1.0,0.288,1.5,1.0,0.9119999999999999,1.0,1.0,0.0711213130912714,0.0,0.0,0.09090909090909091,0.03365384615384615,0.01549865229110512,0,0.6370773711536027,0,0.06406685236768803,0.8333333333333334,0.0711213130912714,0.16598013488686875,49.0,541,0.09057301293900184,Difficult
UA,2378,2025-08-08,ORD,LAX,200,A321-2NX,77.0,62.0,238,0,106,50,156,1.19,2.12,-15.0,8.0,1,0.0,2025-08-08T21:42:00Z,LAX,A321-2NX,119.0,106,2025-08-08,21,False,False,False,0,Short,Narrow Body,True,False,0,0,0,0,0.0,0,0,159.0,0,2025-08-08,Summer,0.8,0.0,1.0,0.288,1.5,1.0,1.428,2.5,1.0,0.16129777044473254,0.0,8.0,0.0,0.0,0.06095791001451379,0,0.7439067467326034,0,0.116991643454039,0.0,0.16129777044473254,0.06834570317205568,431.0,556,0.7751798561151079,Easy
OO,5930,2025-08-14,ORD,FAR,50,CRJ-200,205.0,29.0,53,0,22,25,47,1.06,0.88,-176.0,100.0,1,0.0,2025-08-14T13:20:00Z,FAR,CRJ-200,106.0,22,2025-08-14,13,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,33.0,0,2025-08-14,Summer,0.8,0.0,1.0,0.24,1.0,1.0,1.272,1.0,1.0,0.05152940420197772,0.0,100.0,0.0,0.0,0.007912355447352405,0,0.6074458655185514,0,0.036211699164345405,0.5,0.05152940420197772,0.10071012945031693,256.0,560,0.45714285714285713,Medium
YX,3628,2025-08-11,ORD,IND,76,ERJ-175,45.0,34.0,76,0,35,30,65,1.0,1.1666666666666667,-11.0,-5.0,0,0.0,2025-08-11T17:50:00Z,IND,ERJ-175,100.0,35,2025-08-11,17,True,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,52.5,2,2025-08-11,Summer,0.8,0.0,2.0,0.24,1.0,1.0,1.2,1.0,1.0,0.16013478041934065,0.0,0.0,0.0,0.0,0.004312668463611859,0,0.7605695678225874,0,0.06685236768802229,0.0,0.16013478041934065,0.06221016335854646,509.0,596,0.8540268456375839,Easy
OO,5564,2025-08-01,ORD,SBN,50,CRJ-550,57.0,29.0,55,0,35,1,36,1.1,35.0,-28.0,9.0,1,0.0,2025-08-01T14:20:00Z,SBN,CRJ-550,110.00000000000001,35,2025-08-01,14,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,52.5,0,2025-08-01,Summer,0.8,0.0,1.0,0.24,1.0,1.0,1.32,1.0,1.0,0.053676462710393495,0.0,9.0,0.01818181818181818,0.0,0.03241412675374939,0,0.6897556033936939,0,0.18662952646239556,0.0,0.053676462710393495,0.05692537450531081,515.0,573,0.8987783595113438,Easy
UA,2361,2025-08-13,ORD,LAX,234,B757-300,662.0,66.0,143,0,47,55,102,0.6111111111111112,0.8545454545454545,-596.0,-3.0,0,0.0,2025-08-13T07:10:00Z,LAX,B757-300,61.111111111111114,47,2025-08-13,7,True,False,False,0,Short,Unknown,True,False,0,0,0,0,0.0,0,0,70.5,2,2025-08-13,Summer,0.8,0.0,2.0,0.36000000000000004,1.5,1.0,0.7333333333333334,2.5,1.0,0.24527161432943714,0.0,0.0,0.0,0.0,0.012578616352201257,0,0.6667088767886541,0,0.055710306406685235,0.16666666666666666,0.24527161432943714,0.09164583665247017,294.0,541,0.5434380776340111,Medium
YX,3520,2025-08-05,ORD,CVG,76,ERJ-175,162.0,34.0,71,0,28,3,31,0.9342105263157895,9.333333333333334,-128.0,0.0,0,0.0,2025-08-05T21:16:00Z,CVG,ERJ-175,93.42105263157895,28,2025-08-05,21,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,42.0,0,2025-08-05,Summer,0.8,0.0,1.0,0.24,1.0,1.0,1.1210526315789473,1.0,1.0,0.0447774702084072,0.0,0.0,0.0,0.0,0.024109014675052408,0,0.6370773711536027,0,0.06406685236768803,0.3333333333333333,0.0447774702084072,0.08276272438023241,319.0,529,0.6030245746691871,Medium
G7,4546,2025-08-06,ORD,AVP,50,CRJ-550,-5.0,29.0,46,0,20,8,28,0.92,2.5,34.0,39.0,1,0.0,2025-08-06T18:35:00Z,AVP,CRJ-550,92.0,20,2025-08-06,18,True,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,30.0,5,2025-08-06,Summer,0.8,0.0,2.0,0.24,1.0,1.0,1.104,1.0,1.0,0.23971013638749908,34.0,39.0,0.0,0.0,0.018867924528301886,0,0.5185513486133975,0,0.03064066852367688,0.0,0.23971013638749908,0.06140129639115963,425.0,502,0.8466135458167331,Easy
OO,5362,2025-08-14,ORD,MKE,50,CRJ-200,90.0,29.0,60,0,38,17,55,1.2,2.235294117647059,-61.0,-5.0,0,0.0,2025-08-14T21:40:00Z,MKE,CRJ-200,120.0,38,2025-08-14,21,False,False,False,0,Short,Regional,True,False,0,0,0,0,0.0,0,0,57.0,0,2025-08-14,Summer,0.8,0.0,1.0,0.24,1.0,1.0,1.44,1.0,1.0,0.059044108981432815,0.0,0.0,0.0,0.0,0.1220125786163522,0,0.7901734836013676,0,0.27019498607242337,0.0,0.059044108981432815,0.070591097807624,421.0,560,0.7517857142857143,Easy
